Name;Short description;Description;Categories;Download 1 URL
Louis Collins - Mississippi John Hurt - Tr. Michel Lelong;https://www.youtube.com/watch?v=RZQR1B-UDdY;"<img class=""alignnone size-medium wp-image-301"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2018/10/John-Hurt-300x204.jpg"" alt="""" width=""300"" height=""204"" />";Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Mississippi John Hurt, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/f6fza2toxsdv683/Louis%20Collins%20Hurt%20Trans%20Lelong.pdf?dl=0
Joe Turner Blues - Mississippi John Hurt - Tr. Michel Lelong;;"<img class=""alignnone size-medium wp-image-301"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2018/10/John-Hurt-300x204.jpg"" alt="""" width=""300"" height=""204"" />";Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Mississippi John Hurt, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/2llj95v5fwly57k/Joe%20Turner%20Blues%20-%20Hurt%20%20-%20trans.%20Lelong.pdf?dl=0
Make Me A Pallet On The Floor - Mississippi John Hurt -Tr. Michel Lelong;"<img class=""alignnone size-medium wp-image-301"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2018/10/John-Hurt-300x204.jpg"" alt="""" width=""300"" height=""204"" />\nMake me a pallet On The Floor\nJohn Hurt Trans Lelong (handwritten)";"<iframe src=""https://www.youtube.com/embed/R1lOoJMxz74"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>";Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Mississippi John Hurt, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/chh0tdnjjhjke05/Make%20me%20a%20pallet-Hurt-trans%20Lelong.pdf?dl=0
Monday Morning Blues - Mississippi John Hurt Tr. Michel Lelong;"<img class=""alignnone size-medium wp-image-301"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2018/10/John-Hurt-300x204.jpg"" alt="""" width=""300"" height=""204"" />";;Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Mississippi John Hurt, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/p9l46dc5nm3k9yr/Monday%20Morning%20Blues%20-%20Hurt%20-%20trans.%20Lelong.pdf?dl=0
My Creole Belle - Mississippi John Hurt Tr. Michel Lelong;"<img class=""alignnone size-medium wp-image-301"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2018/10/John-Hurt-300x204.jpg"" alt="""" width=""300"" height=""204"" />";https://www.youtube.com/watch?v=c8FfDYfq2jA;Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Mississippi John Hurt, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/5j1w0ftg6jwtt8t/My%20Creole%20Bell-arrgt%20Hurt%20Live-trans%20Lelong.pdf?dl=0
Pay Day - Mississippi John Hurt Tr. Michel Lelong;;"<img class=""alignnone size-medium wp-image-301"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2018/10/John-Hurt-300x204.jpg"" alt="""" width=""300"" height=""204"" />";Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Mississippi John Hurt, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/5hhgrdqdf0nj11g/Pay%20day%20NEW%20Hurt%20Trans%20Lelong.pdf?dl=0
"Spike Driver&#039;s Blues - Mississippi John Hurt Tr. Michel Lelong";"<img class=""alignnone size-medium wp-image-301"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2018/10/John-Hurt-300x204.jpg"" alt="""" width=""300"" height=""204"" />";https://www.youtube.com/watch?v=aoO3EDZwUro;Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Mississippi John Hurt, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/k4rajq9sr5u1fe0/Spike%20drivers%20blues%20Hurt%20tr%20lelong.pdf?dl=0
Sunshine - Mississippi John Hurt Tr. Michel Lelong;"<img class=""alignnone size-medium wp-image-301"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2018/10/John-Hurt-300x204.jpg"" alt="""" width=""300"" height=""204"" />";"<ol>\n 	<li>I</li>\n</ol>";Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Mississippi John Hurt, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/bxcy52tre8sg82y/Sunshine%20Arrgt%20Hurt%20Trans%20Lelong.pdf?dl=0
Nearer My God - John Hurt - Transcription Michel Lelong;"<img class=""alignnone size-medium wp-image-301"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2018/10/John-Hurt-300x204.jpg"" alt="""" width=""300"" height=""204"" />";https://www.youtube.com/watch?v=funbTmON8y0;Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Mississippi John Hurt, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/3h7t7vvtgdyi9p6/Near%20my%20god-John%20Hurt-Trans.%20Lelong.pdf?dl=0
Sweet Home Chicago - Robert Johnson Arrgt. Johnny Shines - Tr. MIchel Lelong;"<img class=""alignnone size-full wp-image-314"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2018/11/johnny-shines.jpg"" alt="""" width=""295"" height=""295"" />\nJohnny Shine was the Robert Jonhson's close friend .\nTranscription Michel Lelong - PDF Guitar Pro format";https://youtu.be/U1OOzWhLbtg;Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Johnny Shines, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/7pbyuegllq3ahwc/Sweet%20Home%20Chicago%20%28Johnson%20arrgt%20Shines%29%20Trans.%20Lelong%20GP.pdf?dl=0
King Hearted Woman - Johnny Shines - Tr. Michel Lelong;;;Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Johnny Shines, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/n1pvxnfpqe9y5vs/Kind%20hearted%20woman%20theme%20Shine%20Tr%20Lelong.pdf?dl=0
Death Don't have no mercy - Gary Davis - Arrgt Jorma Kaukonen - Tr. Michel Lelong;"<img class=""alignnone size-full wp-image-1177"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2021/04/gary-davis.jpg"" alt="""" width=""800"" height=""450"" />";https://www.youtube.com/watch?v=efxtP3EHDW8;Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Gary Davis, Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Jorma Kaukonen (Hot Tuna), Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/9236jgf9efbi09i/Death%20don%27t%20have%20no%20mercy-var.%202.pdf?dl=0
Thinkin' and Worryn' - Lightnin' Hopkins - Tr. MIchel Lelong;;https://www.youtube.com/watch?v=SCnzimp2sCc;Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Lightnin Hopkins, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/r5pohqldg3e5w4s/Thinkin%27%20and%20Worryn%27%20Hopkins%20Trans%20Lelong.pdf?dl=0
Tell me Babe - Lightnin' Hopkins - Tr. Michel Lelong;;<blockquote>&nbsp;</blockquote>;https://dl.dropboxusercontent.com/s/qsm3lo4p6pr5aat/Tell%20me%20Babe%20Hopkins%20Trans.%20lelong.pdf?dl=0
Penitenciary Blues - Lightnin' Hopkins - Tr. Michel Lelong;;;Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Lightnin Hopkins, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/h0uzgl2z9glwdo7/Penitenciary%20Blues%20Lightnin%27%20Hopkins%20Trans.%20Lelong.pdf?dl=0
First Mail Rambler - Lightnin' Hopkins - Tr. Michel Lelong;"<img class=""alignnone size-medium wp-image-307"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2018/11/lightnin-300x225.jpg"" alt="""" width=""300"" height=""225"" />";"<ul>\n 	<li></li>\n</ul>";Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Lightnin Hopkins, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/6zv8r50xqn4hhyz/First%20mail%20rambler%20Hopkins%20Trans%20Lelong.pdf?dl=0
Baby Please Don't Go - Lightnin' Hopkins - Tr. Michel Lelong;"<img class=""alignnone size-medium wp-image-307"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2018/11/lightnin-300x225.jpg"" alt="""" width=""300"" height=""225"" />";"<iframe src=""https://www.youtube.com/embed/UupfPUzjhC4"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>";Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Lightnin Hopkins, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/37f1ar6fis07d6w/Baby%20Please%20Don%27t%20Go%20hopkins%20avec%20final%20Tr%20Lelong.pdf?dl=0
Boogie in A - Mance Lipscomb Tr. Michel Lelong;"<img class=""alignnone size-medium wp-image-309"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2018/11/mance-lipscomb-199x300.jpg"" alt="""" width=""199"" height=""300"" />";"<blockquote><iframe src=""https://www.youtube.com/embed/dBD4ZlOb3pY"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></blockquote>";Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Mance Lipscomb, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/pr7ey0bv69uz60o/Boogie%20in%20A-M.Lipscomb-Trans.%20Lelong.pdf?dl=0
Tell Me Where You Stayed Last Night - Mance Lispcomb - Tr. Michel Lelong;"<img class=""alignnone size-medium wp-image-309"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2018/11/mance-lipscomb-199x300.jpg"" alt="""" width=""199"" height=""300"" />";"<ol>\n 	<li></li>\n</ol>";Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Mance Lipscomb, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/2t1d4dvd9cpre3z/Tell%20me%20where%20you%20stayed%20last%20night-E-Lipscomb-Trans.%20Lelong.pdf?dl=0
Charley James - Mance Lipscomb Tr. Michel Lelong;"<img class=""alignnone size-medium wp-image-309"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2018/11/mance-lipscomb-199x300.jpg"" alt="""" width=""199"" height=""300"" />";https://www.youtube.com/watch?v=BT7qDGUa3p0;Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Mance Lipscomb, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/46hcvfl150mw6ah/Charley%20James%20Lipscomb%20Trans%20Lelong.pdf?dl=0
Bumble Bee - (Memphis Minnie) Arrgt. Mance Lipscomb - Tr. Michel Lelong;"<img class=""alignnone size-full wp-image-312"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2018/11/Memphis-Minnie.jpg"" alt="""" width=""209"" height=""200"" /><img class=""alignnone size-medium wp-image-309"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2018/11/mance-lipscomb-199x300.jpg"" alt="""" width=""199"" height=""300"" />";"<ol>\n 	<li><iframe src=""https://www.youtube.com/embed/VCI83JXVVVQ"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></li>\n</ol>";Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Mance Lipscomb, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/idj87u42jxipy0g/Bumble%20Bee%20Lispcomb%20Tr.%20Lelong.pdf?dl=0
Moaning The Blues - Memphis Minnie Tr. Michel Lelong;"<img class=""alignnone size-full wp-image-312"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2018/11/Memphis-Minnie.jpg"" alt="""" width=""209"" height=""200"" />";<blockquote>&nbsp;</blockquote>;https://dl.dropboxusercontent.com/s/kv8eu6zpzt8k2pb/Moaning%20the%20Blues%20%28M.Minnie%29-Trans.%20Lelong.pdf?dl=0
Gipsy Woman - Muddy Waters - Tr. Michel Lelong;"<img class=""alignnone size-medium wp-image-311"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2018/11/muddy-waters-300x198.jpg"" alt="""" width=""300"" height=""198"" />";https://www.youtube.com/watch?v=7RZ-BKtry7w;Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Muddy Waters, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/mw6imwsgkued0pn/Gipsy%20Woman-M.Waters-A-Trans.Lelong.pdf?dl=0
Kindhearted Woman - Robert Johnson - Tr. Michel Lelong;"Kindhearted Woman (Robert Johnson)’\n\nhandwritten tab - Transcription Michel Lelong\n\n&nbsp;";"<ul>\n 	<li></li>\n</ul>";Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Robert Johnson, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/hcngveyyw4f059u/Kindhearted%20Woman%20V.O%20Johnson%20trans.%20Lelong.pdf?dl=0
St Louis Blues (W.C Handy - arrgt Doc Watson - Tr. Michel Lelong;"<img class=""alignnone size-medium wp-image-277"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2019/04/doc-watson-300x225.png"" alt="""" width=""300"" height=""225"" />\nHere is my transcription of St Louis Blues (first Part) from the arrgt of Doc Watson. Contact me for any questions.  This tab is handwrited (very clear) and Jpeg format for technical reason.";"<ol>\n 	<li><iframe src=""https://www.youtube.com/embed/_8TBj_ORVrI"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></li>\n</ol>";Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Doc Watson, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/pfhq8wh2vks52ye/St%20Louis%20Blues%20arrgt%20Watson%20Trans.%20Lelong%20Theme%2013-10-19.pdf?dl=0
Ready for the times to get better (arrgt Doc Watson) Tr. Michel Lelong;"<p style=""text-align: center;""><span style=""-webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">Transcription And handwritten Tab by Michel Lelong</span></p>";"<ol>\n 	<li></li>\n</ol>\nhttps://www.youtube.com/watch?v=_chAQQWOAp4";Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Doc Watson, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/1qad1f69e08i22g/Ready%20for%20the%20times...-arrgt.%20Watson-Trans.%20Lelong.pdf?dl=0
The Guitar Of Merle Travis taught by Michel Lelong;"<img class=""alignnone size-full wp-image-330"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2019/04/Merle-Travis.jpg"" alt="""" width=""160"" height=""160"" />";https://www.youtube.com/watch?time_continue=1&amp;v=QrnWVl2w5JA\n&nbsp;https://www.dropbox.com/s/p60eof6q62j4qta/I%27m%20a%20pilgrim%20Travis%20taught%20by%20Lelong%20Vol.%201.pdf?dl=0
Below Freezing (Michael T.Coleman) - Tr.Arrgt. Michel Lelong;"<img class=""alignnone size-medium wp-image-460"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2019/06/doc-watson-300x225.png"" alt="""" width=""300"" height=""225"" />";"<p style=""text-align: left;""><iframe src=""https://www.youtube.com/embed/pmd_sTpKwsM"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></p>";Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Doc Watson, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/2nx85ymawossbd1/Below%20Freezing%20Watson%20Tr%20Lelong.pdf?dl=0
Cold Drink of Water Blues - Tommy Johnson - Tr. Michel Lelong;"Cold Drink Of Water Blues (Tommy Johnson)\nTrans. Michel Lelong - Handwritten tab.";"<ol>\n 	<li>U<iframe src=""https://www.youtube.com/embed/auzwg6CKCQc"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></li>\n</ol>";Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Tommy Johnson;https://dl.dropboxusercontent.com/s/ac3evqzppop2saz/Cold%20drink%20of%20water%20pick%20blues%20T%20Johnson%20Arrgt%20Lelong.pdf?dl=0
Blue Railroad Train (Delmore Brothers) Arrgt Doc Watson - Tr. Michel Lelong;"<img class=""alignnone size-medium wp-image-460"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2019/06/doc-watson-300x225.png"" alt="""" width=""300"" height=""225"" />";;Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Doc Watson, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/wak2b3wcidmgz7g/Blue%20Railroad%20Train%20arrgt%20watson.pdf?dl=0
You gotta move (Trad-Fred Mc Dowell) Tr.Michel Lelong;"<img class=""alignnone size-medium wp-image-555"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2019/07/Fred-Mc-Dowell-300x300.jpg"" alt="""" width=""300"" height=""300"" />";"<iframe src=""https://www.youtube.com/embed/Gn0WfydkHno"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>";Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Fred McDowell, Tablatures Transcription Guitar;https://dl.dropboxusercontent
All the way to East St Louis - Fred Mc Dowell - Tr. Michel Lelong;"<img class=""alignnone size-medium wp-image-555"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2019/07/Fred-Mc-Dowell-300x300.jpg"" alt="""" width=""300"" height=""300"" />";"<iframe src=""https://www.youtube.com/embed/NaVvp0bCGHw"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>";Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Fred McDowell, Tablatures Transcription Guitar;https://www.dropbox.com/s/u10y6p7pcrpdlyq/All%20the%20way%20complet%20McDowell%20Tr%20Lelong.pdf?dl=0
The Banks of the Ohio (Trad.) Arrgt Doc Watson Tr. Michel Lelong;"<img class=""alignnone size-medium wp-image-460"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2019/06/doc-watson-300x225.png"" alt="""" width=""300"" height=""225"" />\nThis is the transcription from the legendary double album recorded in 69: ""Doc &amp; merle Watson On Stage"".\nTab &amp; music - Handwritten.";"<iframe src=""https://www.youtube.com/embed/DlmixsTsPy0"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>\n<iframe src=""https://www.youtube.com/embed/NjRzMTXsaGU"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>";Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Doc Watson, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/sed2d5um6ax2wa4/The%20banks%20of%20the%20Ohio%20Trad.%20arrgt%20watson%20Tr%20Lelong.pdf?dl=0
Come Back Baby (Mance Lispcomb) Tr. Michel Lelong;"<img class=""alignnone size-medium wp-image-309"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2018/11/mance-lipscomb-199x300.jpg"" alt="""" width=""199"" height=""300"" />\nTranscribed by Michel Lelong\n&nbsp;";;Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Mance Lipscomb, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/4oiplrzvwaygq0w/Come%20Back%20Baby%20Mance%20Lipscomb%20Tr.%20Lelong.pdf?dl=0
Look up Look down that lonesome road (Trad. from Doc Watson) Arrgt Michel Lelong;;"<iframe src=""https://www.youtube.com/embed/90mrecyU20c"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>";Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Doc Watson, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/29j6c8l5zr4ins1/Look%20up%20Look%20down%20%2B%20var%20Watson%20GP%20arrgt%20Lelong.pdf?dl=0
All I have to do (Everly Brothers) Instrumental guitar arrgt. Michel Lelong;"<img class=""alignnone size-medium wp-image-611"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2019/07/Everly_Brothes-300x225.jpg"" alt="""" width=""300"" height=""225"" />";"<iframe src=""https://www.youtube.com/embed/7bi_DYAy928"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>";Tablatures Transcription Guitar;
City of New-Orleans (Steve Goodman) Intru. guitar arrgt. Michel Lelong;"<img class=""alignnone size-medium wp-image-620"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2019/07/steve-goodman-300x183.gif"" alt="""" width=""300"" height=""183"" />\nPersonnal arrgt of ""The City Of New-Orleans"" composed by Steve Goodman.\nPDF in Guitar Pro format.";"<iframe src=""https://www.youtube.com/embed/jMfr2aYcACc"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>";Tablatures Transcription Guitar > Country - Jazz - Blues - Pop - Rock - Folk (Various), Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/xdqsrcebxskbq6e/City%20of%20New-Orleans%20arrgt%20pick%20Lelong%20revue%2010-7-19.pdf?dl=0
Take me home Country roads (John Denver) Instru guitar arrgt Michel Lelong;;"<iframe title=""YouTube video player"" src=""https://www.youtube.com/embed/-8-8mawF3Hg"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>";Tablatures Transcription Guitar > Country - Jazz - Blues - Pop - Rock - Folk (Various), Tablatures Transcription Guitar, unclassified archives;https://www.dropbox.com/s/gytv20rl4zrylzy/Take%20me%20home%20arrgt%20instru%20picking%20Lelong.pdf?dl=0
Tellin' my troubles to my old guitar (Dan Weston) - Arrgt Doc Watson) Tr. Michel Lelong;Arrgt. Doc Watson - Transcription Michel Lelong - Handwritten tab.;"<iframe src=""https://www.youtube.com/embed/53-_yi9ZHF8"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>";Tablatures Transcription Guitar > Country - Jazz - Blues - Pop - Rock - Folk (Various), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Doc Watson, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/i62dot76mo77szk/Tellin%27%20my%20troubles-new-arrgt%20Watson.pdf?dl=0
Riddle song (Trad. arrgt Doc Watson) Tr. Michel Lelong;"<img class=""alignnone size-medium wp-image-460"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2019/06/doc-watson-300x225.png"" alt="""" width=""300"" height=""225"" />\nRiddle song Trad. Arrgt Doc Watson - Transcribed by Michel Lelong from the ""SouthBound"" album.";"<blockquote><iframe src=""https://www.youtube.com/embed/l97adHyf55I"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>\nRiddle song (Trad. arrgt Doc Watson) Tr. Michel Lelong</blockquote>";Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Country - Jazz - Blues - Pop - Rock - Folk (Various), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Doc Watson, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/q1cj5qsb96ku3u4/Riddle%20song%20pick%20arrgt%20watson%20Tr%20Lelong.pdf?dl=0
Precious Lord (T.A. Dorsey - arrgt. Doc Watson) Tr. Michel Lelong;"<img class=""alignnone size-medium wp-image-277"" src=""https://michel-lelong-music-house-shop.gobc.fr/wp-content/uploads/2019/04/doc-watson-300x225.png"" alt="""" width=""300"" height=""225"" />";"<iframe src=""https://www.youtube.com/embed/xtHOURSbkqw"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>";Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Doc Watson, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/jlp1d0d335ikphm/Precious%20Lord%20E%20Arrg%20Watson%20Tr%20Lelong.pdf?dl=0
Richland Woman Blues - Mississippi John Hurt Tr. Michel Lelong;Transcription Michel Lelong - PDF tab Guitar Pro format.;"<iframe src=""https://www.youtube.com/embed/oDeldVLgz-I"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>";Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Mississippi John Hurt, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/d1mryrinh96md4w/Richland%20woman%20blues%20Hurt%20solf%20tab%20Lelong%20.pdf?dl=0
Greeville Trestle High  (Doc Watson - Jim Jett) Arrgt. finger-picking Michel Lelong;"GREENVILLE TRESTLE HIGH (from Doc Watson) Guitar Pro PDF tab.\nOriginal tittle by Jim Jett ""Green Hill Trestle High"" arranged here in finger-picking by myself.\nNotice: Guitar Pro PDF format.";"<iframe src=""https://www.youtube.com/embed/akA7qL2jmuw"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>";Tablatures Transcription Guitar > Country - Jazz - Blues - Pop - Rock - Folk (Various), Tablatures Transcription Guitar > Acoustic Country Blues (Finger-Picking) > Doc Watson, Tablatures Transcription Guitar;https://dl.dropboxusercontent.com/s/vjn9wxjj2d4czrv/GREENVILLE%20TRESTLE%20HIGH-J.Jett-arrgt.%20M.Lelong.pdf?dl=0
